1,cropped_images/cropped_frame_1.png,cropped_images/cropped_frame_0.png,28.105569
2,cropped_images/cropped_frame_2.png,cropped_images/cropped_frame_1.png,28.106527
3,cropped_images/cropped_frame_3.png,cropped_images/cropped_frame_2.png,28.130404
4,cropped_images/cropped_frame_4.png,cropped_images/cropped_frame_3.png,28.109243
5,cropped_images/cropped_frame_5.png,cropped_images/cropped_frame_4.png,28.088572
6,cropped_images/cropped_frame_6.png,cropped_images/cropped_frame_5.png,28.034211
7,cropped_images/cropped_frame_7.png,cropped_images/cropped_frame_6.png,28.018491
8,cropped_images/cropped_frame_8.png,cropped_images/cropped_frame_7.png,27.986624
9,cropped_images/cropped_frame_9.png,cropped_images/cropped_frame_8.png,28.016352
10,cropped_images/cropped_frame_10.png,cropped_images/cropped_frame_9.png,27.981986
11,cropped_images/cropped_frame_11.png,cropped_images/cropped_frame_10.png,27.978625
12,cropped_images/cropped_frame_12.png,cropped_images/cropped_frame_11.png,28.032331
13,cropped_images/cropped_frame_13.png,cropped_images/cropped_frame_12.png,27.960219
14,cropped_images/cropped_frame_14.png,cropped_images/cropped_frame_13.png,27.937178
15,cropped_images/cropped_frame_15.png,cropped_images/cropped_frame_14.png,27.940599
16,cropped_images/cropped_frame_16.png,cropped_images/cropped_frame_15.png,27.908579
17,cropped_images/cropped_frame_17.png,cropped_images/cropped_frame_16.png,27.898606
18,cropped_images/cropped_frame_18.png,cropped_images/cropped_frame_17.png,27.855982
19,cropped_images/cropped_frame_19.png,cropped_images/cropped_frame_18.png,27.795581
20,cropped_images/cropped_frame_20.png,cropped_images/cropped_frame_19.png,27.850634
21,cropped_images/cropped_frame_21.png,cropped_images/cropped_frame_20.png,27.839349
22,cropped_images/cropped_frame_22.png,cropped_images/cropped_frame_21.png,27.824348
23,cropped_images/cropped_frame_23.png,cropped_images/cropped_frame_22.png,27.759608
24,cropped_images/cropped_frame_24.png,cropped_images/cropped_frame_23.png,27.830055
25,cropped_images/cropped_frame_25.png,cropped_images/cropped_frame_24.png,27.761886
26,cropped_images/cropped_frame_26.png,cropped_images/cropped_frame_25.png,27.694763
27,cropped_images/cropped_frame_27.png,cropped_images/cropped_frame_26.png,27.761203
28,cropped_images/cropped_frame_28.png,cropped_images/cropped_frame_27.png,27.691932
29,cropped_images/cropped_frame_29.png,cropped_images/cropped_frame_28.png,27.666086
30,cropped_images/cropped_frame_30.png,cropped_images/cropped_frame_29.png,27.723912
31,cropped_images/cropped_frame_31.png,cropped_images/cropped_frame_30.png,27.639469
32,cropped_images/cropped_frame_32.png,cropped_images/cropped_frame_31.png,27.612874
33,cropped_images/cropped_frame_33.png,cropped_images/cropped_frame_32.png,27.638534
34,cropped_images/cropped_frame_34.png,cropped_images/cropped_frame_33.png,27.606098
35,cropped_images/cropped_frame_35.png,cropped_images/cropped_frame_34.png,27.593209
36,cropped_images/cropped_frame_36.png,cropped_images/cropped_frame_35.png,27.573926
37,cropped_images/cropped_frame_37.png,cropped_images/cropped_frame_36.png,27.561151
38,cropped_images/cropped_frame_38.png,cropped_images/cropped_frame_37.png,27.559232
39,cropped_images/cropped_frame_39.png,cropped_images/cropped_frame_38.png,27.528067
40,cropped_images/cropped_frame_40.png,cropped_images/cropped_frame_39.png,27.522542
41,cropped_images/cropped_frame_41.png,cropped_images/cropped_frame_40.png,27.531058
42,cropped_images/cropped_frame_42.png,cropped_images/cropped_frame_41.png,27.493015
43,cropped_images/cropped_frame_43.png,cropped_images/cropped_frame_42.png,27.487706
44,cropped_images/cropped_frame_44.png,cropped_images/cropped_frame_43.png,27.440943
45,cropped_images/cropped_frame_45.png,cropped_images/cropped_frame_44.png,27.439646
46,cropped_images/cropped_frame_46.png,cropped_images/cropped_frame_45.png,27.412907
47,cropped_images/cropped_frame_47.png,cropped_images/cropped_frame_46.png,27.401744
48,cropped_images/cropped_frame_48.png,cropped_images/cropped_frame_47.png,27.396007
49,cropped_images/cropped_frame_49.png,cropped_images/cropped_frame_48.png,27.35751
50,cropped_images/cropped_frame_50.png,cropped_images/cropped_frame_49.png,27.365647
51,cropped_images/cropped_frame_51.png,cropped_images/cropped_frame_50.png,27.347638
52,cropped_images/cropped_frame_52.png,cropped_images/cropped_frame_51.png,27.302128
53,cropped_images/cropped_frame_53.png,cropped_images/cropped_frame_52.png,27.309836
54,cropped_images/cropped_frame_54.png,cropped_images/cropped_frame_53.png,27.266277
55,cropped_images/cropped_frame_55.png,cropped_images/cropped_frame_54.png,27.266066
56,cropped_images/cropped_frame_56.png,cropped_images/cropped_frame_55.png,27.238097
57,cropped_images/cropped_frame_57.png,cropped_images/cropped_frame_56.png,27.239031
58,cropped_images/cropped_frame_58.png,cropped_images/cropped_frame_57.png,27.227439
59,cropped_images/cropped_frame_59.png,cropped_images/cropped_frame_58.png,27.209839
60,cropped_images/cropped_frame_60.png,cropped_images/cropped_frame_59.png,27.224821
61,cropped_images/cropped_frame_61.png,cropped_images/cropped_frame_60.png,27.181666
62,cropped_images/cropped_frame_62.png,cropped_images/cropped_frame_61.png,27.170096
63,cropped_images/cropped_frame_63.png,cropped_images/cropped_frame_62.png,27.15459
64,cropped_images/cropped_frame_64.png,cropped_images/cropped_frame_63.png,27.104113
65,cropped_images/cropped_frame_65.png,cropped_images/cropped_frame_64.png,27.081358
66,cropped_images/cropped_frame_66.png,cropped_images/cropped_frame_65.png,27.071874
67,cropped_images/cropped_frame_67.png,cropped_images/cropped_frame_66.png,27.073267
68,cropped_images/cropped_frame_68.png,cropped_images/cropped_frame_67.png,27.039336
69,cropped_images/cropped_frame_69.png,cropped_images/cropped_frame_68.png,27.041493
70,cropped_images/cropped_frame_70.png,cropped_images/cropped_frame_69.png,27.018145
71,cropped_images/cropped_frame_71.png,cropped_images/cropped_frame_70.png,27.009551
72,cropped_images/cropped_frame_72.png,cropped_images/cropped_frame_71.png,26.996247
73,cropped_images/cropped_frame_73.png,cropped_images/cropped_frame_72.png,26.954839
74,cropped_images/cropped_frame_74.png,cropped_images/cropped_frame_73.png,26.968576
75,cropped_images/cropped_frame_75.png,cropped_images/cropped_frame_74.png,26.913075
76,cropped_images/cropped_frame_76.png,cropped_images/cropped_frame_75.png,26.903469
77,cropped_images/cropped_frame_77.png,cropped_images/cropped_frame_76.png,26.908829
78,cropped_images/cropped_frame_78.png,cropped_images/cropped_frame_77.png,26.860309
79,cropped_images/cropped_frame_79.png,cropped_images/cropped_frame_78.png,26.86931
80,cropped_images/cropped_frame_80.png,cropped_images/cropped_frame_79.png,26.870268
81,cropped_images/cropped_frame_81.png,cropped_images/cropped_frame_80.png,26.836196
82,cropped_images/cropped_frame_82.png,cropped_images/cropped_frame_81.png,26.836415
83,cropped_images/cropped_frame_83.png,cropped_images/cropped_frame_82.png,26.843831
84,cropped_images/cropped_frame_84.png,cropped_images/cropped_frame_83.png,26.775542
85,cropped_images/cropped_frame_85.png,cropped_images/cropped_frame_84.png,26.732431
